SM,BAI,SAVIT,B4,B6,NDSI,MNDWI,CVI,SAVI,GEMI,EVI2,CIG,EVI,GBNDVI,NDWI,GNDVI,BNDVI,GRNDVI,kRVI,RVI,kNDVI,NDVI,B5,NDDI,NDVIT,B7,GARI,GLI,CSIT,kEVI,NGRDI,VARI,NBR,MNDVI,GVMI,B2,NBRT,kVARI,B3,B1
0.26,9.050884434325152,0.558651290157245,0.392,296.5,-0.3456830962619914,-0.3456830962619914,3.358439293298068,0.4176717712427159,0.7672805641115336,0.4836421612935624,2.9635995955510617,0.564034991398558,0.3965087281795511,-0.5970666123446731,0.5970666123446731,0.6951351351351351,0.364190012180268,2.31442926666139,4.677804295942721,0.3965778602918893,0.6477511559478774,0.2034,24.56010609541826,0.9874029578893394,0.1073,0.9131853785900784,0.1235444476001135,123.21445129493044,0.9985185583804572,0.0826491516146688,0.1345811051693405,0.5701982775886241,0.5701982775886241,0.5888906830292266,0.0989,0.983898813872701,0.013033279739883,0.0838,0.0705
0.07,4.335670187303118,0.6970082690713175,0.5398000000000001,297.5,-0.4326149887423609,-0.4326149887423609,5.48873411798582,0.5691518932608562,0.9161282533102304,0.6658900117943618,5.120181405895692,0.7584038455206927,0.5553954761561735,-0.719108280254777,0.719108280254777,0.7818121802277603,0.526799604016405,3.0289579534279274,6.824273072060684,0.5035937274305988,0.7443851995475845,0.2227,57.89841170315385,0.9913189670687654,0.0974,0.9440378820490744,0.0970149253731343,186.28888927234135,1.041117651036389,0.0543933054393305,0.0899209486166007,0.6942875078468299,0.6942875078468299,0.6899101954569465,0.0882,0.98932130994118,0.0057041489785908,0.0791,0.0661
0.1,4.653361341605025,0.6827436809804508,0.5231,297.5,-0.407359166395311,-0.407359166395311,4.996644125105664,0.5542379228560729,0.90274976613126,0.648008686819153,4.748351648351648,0.7575757575757577,0.5270763392205516,-0.7036313304022147,0.7036313304022147,0.7609829994950345,0.5092325447201385,2.965994802719864,6.6131479140328695,0.4957129044575632,0.7372965792095648,0.2161,42.80164147478936,0.9910430657267352,0.1039,0.963198546115402,0.0960554049984943,169.23188909827644,1.1125492530538514,0.0699588477366254,0.1200807265388495,0.6685805422647528,0.6685805422647528,0.6682730923694779,0.091,0.9882513199460214,0.0095470906194574,0.0791,0.071
0.27,5.081268538690684,0.6652718499228735,0.503,299.0,-0.353003910415926,-0.353003910415926,4.646721410457674,0.5400443178220956,0.8894136639354465,0.6321890193288272,4.527472527472527,0.7454990386296101,0.5130094751090389,-0.6936026936026937,0.6936026936026937,0.7529186269384911,0.5003728560775541,2.9545047453886357,6.57516339869281,0.494247667212384,0.7359792924935289,0.1903,33.73517515596085,0.9909463397411392,0.0875,0.9731800766283524,0.1050394656952033,192.2599139990444,1.1640623983544678,0.0865671641791044,0.150103519668737,0.7036409822184588,0.7036409822184588,0.6973961998592539,0.091,0.9896512424195228,0.0146492133206175,0.0765,0.0709
0.19,4.580997673494521,0.6859214220081765,0.5265000000000001,298.5,-0.3602811950790862,-0.3602811950790862,4.711224489795919,0.5652880169936275,0.912459016106138,0.6635999859183027,4.785714285714287,0.7662082514734775,0.5405998536942209,-0.7052631578947369,0.7052631578947369,0.7772151898734179,0.5225563909774437,3.110431126767011,7.105263157894738,0.5134330345602784,0.7532467532467534,0.1935,30.396011396011364,0.991632928773674,0.0875,0.9634806131650137,0.1300838248990996,201.57932519741567,1.12091802916978,0.1023622047244094,0.1705348133198789,0.7149837133550488,0.7149837133550488,0.7070844686648501,0.091,0.9901273242071914,0.0201592262366797,0.0741,0.066
0.25,6.013337582758559,0.6326583639605248,0.4666,295.0,-0.296526508226691,-0.296526508226691,3.468830096688724,0.5181711606096131,0.8670140203371687,0.6094795675728679,3.85031185031185,0.6979437153484456,0.4969521976259224,-0.6581378820184791,0.6581378820184791,0.7701062215477997,0.4775174160861304,3.0164655184567124,6.781976744186046,0.5020497522487183,0.7429958909226747,0.1773,16.51150894340485,0.9913381485079048,0.0744,0.9566825145272057,0.1957737725295215,212.59340258793512,1.1398908604943263,0.1660606060606061,0.2624521072796935,0.7249537892791127,0.7249537892791127,0.7143721633888047,0.0962,0.9906364149090392,0.0513826979505436,0.0688,0.0606
0.21,6.327444359776208,0.6230624919614721,0.4565,295.0,-0.3315290933694181,-0.3315290933694181,3.329713648805914,0.5044184067552531,0.8539000157782772,0.5919023215229388,3.620445344129555,0.6917663111781394,0.4706829896907216,-0.6441563119034757,0.6441563119034757,0.7490421455938697,0.4573024740622506,2.904430085719236,6.411516853932585,0.4877613490083585,0.7301497062725033,0.1968,15.981530072860629,0.990839955656384,0.0909,0.96862960924601,0.1821717020640144,170.23736271932276,1.187136419137133,0.1623529411764706,0.2641148325358852,0.6678845451223968,0.6678845451223968,0.6676655678753372,0.0988,0.988320305987904,0.0499761254288246,0.0712,0.0655
0.14,5.271107557213259,0.6572085291867346,0.4921,298.0,-0.4975369458128079,-0.4975369458128079,5.938666752103892,0.5814089637676445,0.9221201480234608,0.6980282147721452,7.040849673202615,0.7515724328142344,0.6675703151474076,-0.778781854328574,0.778781854328574,0.860491493383743,0.6444444444444445,3.9893192976524263,10.88716814159292,0.5991437146664396,0.8317513493392891,0.1824,30.40491896972161,0.9945406087819448,0.0742,0.9622040072859744,0.1970660146699266,222.5528681777891,1.177148288574161,0.150375939849624,0.2302158273381294,0.7379480840543882,0.7379480840543882,0.7254844820049541,0.0612,0.9910535703867176,0.0412767103562441,0.0452,0.0369
0.15,6.111754407216662,0.6289116554846402,0.4617,298.5,-0.4697781178270849,-0.4697781178270849,5.047225501770956,0.5404834235900146,0.8845264947312496,0.6443282736033257,5.662337662337662,0.6906562246826897,0.6188639551192145,-0.7389830508474575,0.7389830508474575,0.842745958890441,0.5825192802056555,3.5487415631567782,8.794285714285714,0.5603179533875252,0.7957992998833139,0.1921,27.013088276246123,0.9932344648889126,0.0904,0.9353884093711468,0.2026030368763557,171.09885711744565,1.094088619997789,0.1379310344827586,0.203883495145631,0.672523093642456,0.672523093642456,0.6714774587115012,0.0693,0.9883787723317932,0.0338457311521042,0.0525,0.0394
0.24,10.59612417089302,0.4767311490985237,0.3257,308.1,-0.2816245006657789,-0.2816245006657789,1.7778307927654151,0.0905120577251724,0.3690360311793045,0.0923400386407545,0.5092678405931417,0.1105852511754515,-0.0774677807675967,-0.2029547553093258,0.2029547553093258,0.3285743422394452,-0.1813497549327637,1.0308712924899437,1.2812745869394175,0.0152010088497997,0.1232971201931366,0.385,-4.095676139852621,0.9530365644003672,0.3225,0.1017543859649119,0.0150517403574788,32.779048381050146,0.0545324494248363,-0.0817021276595744,-0.1257367387033399,0.0049367479173094,0.0049367479173094,0.1083051288726893,0.2158,0.9407917008958137,0.0129721948018511,0.2542,0.1646
0.22,11.060687892937848,0.4732499393737202,0.3223,308.1,-0.2892115482019247,-0.2892115482019247,1.796606879897992,0.09596635442554,0.3808664292892577,0.098297739021461,0.5311163895486937,0.1147655916600622,-0.0630813953488372,-0.2098348348348348,0.2098348348348348,0.3499476439790576,-0.1733777891767119,1.0356088218325283,1.3048582995951417,0.0174929590845808,0.1322676971719655,0.3818,-4.410405518554567,0.9538657913655074,0.3191,0.0982318271119843,0.0228377065111759,32.78247985474401,0.0567650863325055,-0.0797814207650273,-0.1207409857757195,0.0049890863735578,0.0049890863735578,0.1092723929603362,0.2105,0.9407977150108732,0.0122565964416551,0.247,0.1552
0.36,10.95736707618,0.4859009578871165,0.3326,309.1,-0.4056458511548331,-0.4056458511548331,2.537627822637711,0.1310468390069106,0.4318037880890579,0.1358032550342691,0.914795624640184,0.1452235080553664,0.0507028905386195,-0.3138455461189018,0.3138455461189018,0.4479756203744013,-0.0968092328581127,1.068450765934411,1.4448305821025196,0.0330927702325506,0.1819474058280028,0.4108,-3.758907827308575,0.958109168542398,0.3257,0.2115897826915745,-0.0136286201022146,33.037371067586854,0.0727820939091048,-0.1398861104233721,-0.203897509924215,0.0104815433692845,0.0104815433692845,0.1116536040087369,0.1737,0.9412410554261472,0.0380315798380913,0.2302,0.1268
0.15,12.517077988280258,0.489149984757768,0.3326,307.20000000000005,-0.3794266441821248,-0.3794266441821248,2.6816341638114367,0.2095136999933655,0.5435379957517052,0.2253293604584788,1.2595108695652173,0.2509456152061282,0.1322553191489361,-0.3864110045852438,0.3864110045852438,0.5107880990233931,0.016348357524828,1.2138051542680417,1.9038351459645104,0.0965781265148119,0.3112556672580326,0.3272,-9.28299568140818,0.9682407606068174,0.2375,0.4690966719492868,0.0208044382801663,45.586622807017534,0.209914128028728,-0.085430257844051,-0.1283846872082167,0.1668128398526574,0.1668128398526574,0.2537313432835821,0.1472,0.9570692211735352,0.0140358642377226,0.1747,0.1077
0.35,34.39516954238947,0.3580146681990452,0.2243,299.5,-0.3426417201898911,-0.3426417201898911,2.357424120912794,0.1148988977297612,0.4410797350049424,0.1250206514417883,0.9056924384027188,0.1368314903678976,0.0432558139534883,-0.3116959064327486,0.3116959064327486,0.4364393211655458,-0.0799835931091057,1.0947585208623474,1.540521978021978,0.0452360116541444,0.2127602054609353,0.2404,-5.30097939108049,0.961858599937934,0.1691,0.2984165651644335,0.0038379530916843,44.28828256042745,0.1199071234717459,-0.1059627800987467,-0.159155733029093,0.1403152008134214,0.1403152008134214,0.26334242306194,0.1177,0.9558384666644968,0.0217998079885335,0.1456,0.088
0.43,13.672085688976727,0.4893815879114304,0.3298,298.5,-0.3651856360316494,-0.3651856360316494,3.598593187105931,0.2914739385571281,0.6373452255236522,0.3268449476057176,2.162032598274209,0.3496190791652865,0.3058800237576717,-0.5194655609306612,0.5194655609306612,0.6457085828343313,0.1931982633863965,1.5574960082522806,2.77843302443134,0.2179850941911175,0.4706800445930881,0.2243,-20.29589271275521,0.9787414589339376,0.1396,0.6508052708638362,0.047451669595782,79.1445287564854,0.4074348265744124,-0.0645739910313901,-0.0947368421052631,0.4051981252662974,0.4051981252662974,0.4584323040380049,0.1043,0.9750450837876048,0.0078250732003691,0.1187,0.071
0.14,3.3911367283608245,0.7481169455876556,0.6014,299.5,-0.4576017930519238,-0.4576017930519238,6.606459030576237,0.6550955222081601,0.9874994432176804,0.7807292744029972,7.283746556473829,0.8444423728286877,0.6721812873627138,-0.7845697329376855,0.7845697329376855,0.8599041286531622,0.6433939062713486,3.892828749885975,10.386873920552675,0.5912385038927411,0.8243591688154104,0.1951,40.436082247997255,0.994249686808873,0.0838,0.9534540081270776,0.1690821256038646,239.6197321709612,1.0829187931122266,0.1126436781609195,0.1725352112676056,0.7553998832457677,0.7553998832457677,0.7421758569299552,0.0726,0.9916881297225492,0.0232744813029635,0.0579,0.0453
0.17,3.4301568274561824,0.7456627932405713,0.5981000000000001,299.0,-0.4435812060673326,-0.4435812060673326,5.869905429492984,0.6562651185292696,0.9884942481310188,0.7835152775371109,6.953457446808511,0.8721509628057995,0.6535803151783246,-0.7766226050794592,0.7766226050794592,0.8454180808392471,0.6413282107574094,3.968423725478368,10.776576576576575,0.5974578436730582,0.830171358629131,0.1951,30.006187953901275,0.9944662814400006,0.087,0.979557069846678,0.175,229.92349978856728,1.1707148907252645,0.1507268553940321,0.2444168734491315,0.7460224784702965,0.7460224784702965,0.734194509998758,0.0752,0.9913391231215912,0.0430138417611861,0.0555,0.0501
0.14,10.75439846831555,0.5259365972584105,0.3636,309.1,-0.4368845120859445,-0.4368845120859445,2.952335576949811,0.3151263320152805,0.6640538417737792,0.3515251196172249,1.890302066772656,0.3892770805046859,0.2697747511786276,-0.4859011033919085,0.4859011033919085,0.6272096665920789,0.1768894643146141,1.578519078477718,2.829571984435798,0.2243609842977227,0.4777484251168462,0.321,-118.2003626288549,0.9783882575257004,0.2084,0.6805653710247351,0.0858869227449287,56.44521802198321,0.4506626771802219,-0.0106173810460086,-0.0157894736842105,0.2713286713286713,0.2713286713286713,0.3398843930635838,0.1258,0.9651842212656476,0.0002089121709071581,0.1285,0.0833
0.15,7.799457235770963,0.5829995585154772,0.4178,306.7,-0.4011720831113479,-0.4011720831113479,3.766687035371892,0.3968139975190964,0.7503222843956123,0.4492478535443128,2.717081850533808,0.490177102487177,0.3841311909889017,-0.5760090531874764,0.5760090531874764,0.7007938123346223,0.2973140816643378,1.922003868730525,3.668129938542581,0.3155382094449768,0.5715629114162121,0.263,-258.105122067971,0.9834162428303248,0.1495,0.7663389242336611,0.0907326540514313,91.11994879137391,0.591680117513042,-0.0066283694211224,-0.0098167539267015,0.4729420059933015,0.4729420059933015,0.5067656045395025,0.1124,0.9782891759467924,8.107578005247456e-05,0.1139,0.0735
0.1,10.103243019770426,0.5336980643440675,0.3716,307.70000000000005,-0.3974876626289816,-0.3974876626289816,2.954424059226601,0.3012541254125412,0.6486850936899397,0.3325057117545578,1.7669396872673122,0.3734249713631157,0.239079693231077,-0.4690650326151414,0.4690650326151414,0.5965628356605801,0.1446172801478516,1.4809551711692628,2.591352859135286,0.1938588720821548,0.4431067961165049,0.3115,-35.13997681543436,0.9765304666081532,0.1896,0.6548117154811716,0.0618699347697173,63.69566499234143,0.4003808366833245,-0.0327691753691033,-0.0495103373231773,0.3243050605844619,0.3243050605844619,0.3846153846153846,0.1343,0.9690860276304948,0.0020265469659182,0.1434,0.0939
0.11,10.081437854992627,0.5335513553686579,0.3716,308.1,-0.4013636363636363,-0.4013636363636363,3.12364506203268,0.2976143403189666,0.6445542548607996,0.3279078953482969,1.821564160971906,0.3618241835720925,0.2494956287827842,-0.4766540830518577,0.4766540830518577,0.6048369682573957,0.1449699584039439,1.4636192730248003,2.5486968449931413,0.1881862502461976,0.436412833397758,0.3083,-22.68982509981752,0.9761117129347398,0.1928,0.6308633582596873,0.0521270221689634,62.55715326569888,0.3686259601028884,-0.0508108108108108,-0.0758064516129032,0.3167965981573353,0.3167965981573353,0.3781414377556985,0.1317,0.9685322595925738,0.0048693649764111,0.1458,0.0915
0.29,13.636490703663371,0.4915242385733575,0.3308,300.5,-0.2795261014439096,-0.2795261014439096,3.4906419894183025,0.3227790592017894,0.6681998467960828,0.3675440607171965,2.3997944501541624,0.401160568470065,0.3403565640194489,-0.5454333099743052,0.5454333099743052,0.6694423416603583,0.253030303030303,1.7768018476634104,3.311311311311312,0.2797469500090776,0.5361040167169725,0.1728,-115.92918100641836,0.9820133190036808,0.1041,0.7431877566256065,0.0811111111111111,105.74754531752237,0.5694478973373867,-0.0131845841784989,-0.0197418375094912,0.5212692573005289,0.5212692573005289,0.552712200396468,0.0973,0.9812642061786904,0.00032392024089422856,0.0999,0.0655
0.26,13.635330450188157,0.4916498576647268,0.3308,301.0,-0.3005908419497783,-0.3005908419497783,3.5964179663674205,0.3266820695932227,0.671862293611793,0.3727313394683026,2.493136219640972,0.4043187411181588,0.3540728612361851,-0.554876615746181,0.554876615746181,0.6796141152576797,0.2650095602294455,1.8101714505329356,3.392820512820513,0.2882996517451952,0.5447116507121177,0.1761,-108.17432846778384,0.9824126795306752,0.1106,0.745656192236599,0.0822857142857143,99.36738899268865,0.5767704045660602,-0.0145681581685743,-0.021688613477924,0.498867240598097,0.498867240598097,0.5347345920912006,0.0947,0.9800732088373276,0.00039416128007352326,0.0975,0.0631
0.56,25.269039463164308,0.3798036743069226,0.2424,302.90000000000003,-0.2981203901974779,-0.2981203901974779,1.9988076989370869,0.0886200590800393,0.4076547274794311,0.0941445103289977,0.6433898305084744,0.1056479742420177,-0.030981411153308,-0.2433957424980763,0.2433957424980763,0.3741496598639456,-0.1484278939047953,1.045627047810043,1.351170568561873,0.0223046756537996,0.1493598862019914,0.2728,-4.176658183059687,0.9561478616338176,0.1698,0.1580231848688223,0.0088919288645691,47.12980645281711,0.0706071565962008,-0.0975833588253287,-0.1473441108545033,0.1761280931586608,0.1761280931586608,0.2867343104096205,0.1475,0.958445708649158,0.0184645306104937,0.1794,0.1104
0.12,9.949380536643716,0.4943036403630629,0.3411,313.6,-0.3767034393251135,-0.3767034393251135,2.279397470246523,0.1190401209296466,0.4068666588924803,0.122223141949569,0.7756376887037999,0.1325794775386514,0.0156319785618579,-0.2794448612153038,0.2794448612153038,0.4224353628023352,-0.1251602975121826,1.0530712724988502,1.3832116788321167,0.0258496980644299,0.1607963246554364,0.4243,-3.710464525186996,0.9556614903729852,0.3276,0.1590820692337611,-0.0011698947094761,33.20181094415788,0.0609867369513022,-0.124230681559152,-0.1815456362425049,0.0201884253028263,0.0201884253028263,0.1185495118549512,0.1921,0.9415235642561308,0.0297751313875093,0.2466,0.1385
0.12,12.097676641201057,0.4858255104535657,0.3309,311.8,-0.359984322947286,-0.359984322947286,2.435817225030741,0.1762702985856469,0.4997129929584704,0.1867348864052563,1.0263319044703003,0.2067651847983041,0.081902893575282,-0.3391339538648321,0.3391339538648321,0.4759143621766281,-0.0415640839971035,1.1392469710962456,1.685685175751401,0.0650915826819609,0.2553110773899849,0.347,-7.091680174363767,0.9636779865531911,0.252,0.3603896103896105,0.0199875078076202,42.11338159381777,0.1453769048185055,-0.0917686318131257,-0.1363073110285006,0.1353576942871848,0.1353576942871848,0.2260634514155641,0.1633,0.953610690554443,0.0161353355576871,0.1963,0.1175
0.09,12.966209797942366,0.4993512561910372,0.3377,304.40000000000003,-0.3202933985330073,-0.3202933985330073,3.477843184269205,0.3347268673355629,0.6807957692932819,0.3820703696634218,2.4707091469681397,0.4192850160592096,0.3497202238209432,-0.5526436781609195,0.5526436781609195,0.6755147606053088,0.268356807511737,1.8390585341730092,3.463589743589744,0.2955411183226693,0.5519301470588235,0.189,-1548.0387918269948,0.9825759926309464,0.1106,0.7644036697247707,0.0886713286713287,100.30701014416644,0.6119021077280701,-0.0010266940451744,-0.0015455950540957,0.506580414900736,0.506580414900736,0.5403836002111561,0.0973,0.9802580295563568,1.9629402014364527e-06,0.0975,0.0654
0.08,12.34643961399597,0.5072018147474092,0.3445,304.40000000000003,-0.2964569775849602,-0.2964569775849602,3.369570383921904,0.350567114327465,0.6968863780553891,0.4019492704596806,2.540596094552929,0.4525366484622018,0.3520408163265305,-0.5595291987324582,0.5595291987324582,0.6711132670385643,0.2892964071856287,1.9430123569354207,3.720302375809936,0.3204241921421581,0.5762983299016243,0.1793,67.73323657474641,0.9837685466235592,0.1074,0.8176470588235294,0.0963380281690141,105.37565733610336,0.7297167801078515,0.0247498683517641,0.0384930384930385,0.5246736003540606,0.5246736003540606,0.5544675642594858,0.0973,0.981198706075387,0.0011543694648452,0.0926,0.0678
0.13,10.715852142243506,0.4745561571209582,0.324,313.6,-0.3180177223498522,-0.3180177223498522,1.903594279314622,0.0891170691512961,0.3678877776467996,0.0909264931087289,0.5591915303176132,0.1064699824316955,-0.0625,-0.2185031966904851,0.2185031966904851,0.3405047579644186,-0.1750477402928071,1.030059583340911,1.2770989357508866,0.014807241909344,0.1216894581962955,0.4016,-3.5138882164662824,0.9520657482735544,0.3603,0.1040380047505937,0.0030167732593217,28.675083688762765,0.0496014320420239,-0.0994582881906826,-0.1519364448857994,-0.0530469092503288,-0.0530469092503288,0.0543329603381822,0.2078,0.9326033914183248,0.0193083435600766,0.2537,0.1594
