B1,B2,B3,B4,B5,B6,B7,sr_atmos_opacity,sr_cloud_qa,pixel_qa,radsat_qa,ARVI,ATSAVI,BAI,BNDVI,CIG,CSIT,CVI,DVI,EVI,EVI2,ExG,GARI,GBNDVI,GDVI,GEMI,GLI,GNDVI,GRNDVI,GVMI,MCARI1,MCARI2,MGRVI,MNDVI,MNDWI,MNLI,MSAVI,MSR,MTVI1,MTVI2,NBR,NBRT,NDBI,NDDI,NDSI,NDVI,NDVIT,NDWI,NGRDI,NLI,NMDI,OCVI,OSAVI,RDVI,RVI,SARVI,SAVI,SAVI2,SAVIT,TGI,TSAVI,TVI,VARI,WDRVI,WDVI,kEVI,kNDVI,kRVI,kVARI,system:index,T0630,FIELD,SM0630,T0614,T0513,CROP,SM0529,SM0513,SA0529,SM0614,T0529,SA0513,SA0614,sampling p,SA0630
0.0755,0.1105,0.11950000000000001,0.267,0.2288,303.40000000000003,0.1406,0.016,8,66,0,0.5591240875912409,0.26989935956084177,23.13248552773874,0.5591240875912409,1.4162895927601813,62.590780073346075,2.6130914600438158,0.14750000000000002,0.2600952213013578,0.23732140558630455,0.025999999999999995,0.5610972568578553,0.17880794701986757,0.6662293989955503,0.5491297496961781,0.062499999999999986,0.41456953642384115,0.07444668008048291,0.39120545868081885,0.19835999999999995,0.1762284340772695,-0.07814122043751541,0.31010794896957805,-0.3486590038314176,-0.08097320348105332,0.2254383691582278,0.6863305308360843,0.19836,0.17622843407726954,0.31010794896957805,0.9685488997352576,-0.07704719645018154,-24.171556387848486,-0.3486590038314176,0.38163001293661064,0.9732055681496243,-0.41456953642384115,-0.039130434782608726,-0.25269276530617596,0.5033783783783784,2.646034552301216,0.26989935956084177,0.23725603661055722,2.2343096234309625,0.28528864059590314,0.21276595744680854,2.2343096234309625,0.4145585667117387,1.7849999999999997,0.38163001293661064,8.490000000000002,-0.05825242718446606,-0.6347469220246239,0.14750000000000002,0.3186833377631456,0.1446203745086,1.3381431359801637,0.002870241112706308,10,21.2,110A,0.44,22.8,23.8,corn,0.35,0.1,0.59,0.13,16.83,0.03,0.05,11,0.86
0.0658,0.0999,0.10500000000000001,0.33530000000000004,0.2353,302.5,0.1208,0.016,8,66,0,0.6719022687609076,0.3836415125770448,13.189986320665184,0.6719022687609076,2.3563563563563568,91.75742980679766,3.527701876050225,0.23030000000000003,0.3911876613670336,0.3627228627228628,0.028999999999999998,0.7144938091769847,0.3385229540918164,0.8213867532477841,0.6661724855791061,0.07825148407987047,0.5409007352941178,0.2413920770085154,0.5111959729213678,0.323676,0.293578957411365,-0.04974955974788875,0.470291602718702,-0.4039379474940335,0.012199656407889245,0.34834405743435065,1.0710874870315046,0.323676,0.293578957411365,0.470291602718702,0.978438384890938,-0.17525411847178415,-59.61099512874006,-0.4039379474940335,0.5230524642289348,0.9812320657653233,-0.5409007352941178,-0.024890190336749666,0.03415454879402938,0.49088483770564706,3.555917576393968,0.3836415125770448,0.34707201343802374,3.1933333333333334,0.38469773749197067,0.3197944872595987,3.1933333333333334,0.49627141310874967,1.8675000000000002,0.5230524642289348,13.614,-0.036664270309130165,-0.5159171298635674,0.23030000000000003,0.5163621799418567,0.2669564810970581,1.7283509756598892,0.0011465775188613475,11,21.27,110B,0.47,21.43,24.53,alfalfa,0.43,0.13,0.93,0.12,16.57,0.06,0.03,12,0.91
0.0562,0.08120000000000001,0.0709,0.4441,0.2126,303.90000000000003,0.1043,0.016,4,66,0,0.7753347991205278,0.5528888888888888,6.739470016165293,0.7753347991205278,4.469211822660098,140.1089133056775,4.775457121017253,0.3732,0.6443370165745856,0.5779738084323467,0.03530000000000001,0.9221398305084745,0.5274290627687016,0.9502915230048591,0.8419786534446924,0.12193436960276344,0.690843327622311,0.48976853404897674,0.6280670257330939,0.5534759999999999,0.5256883487620106,0.13481895828403012,0.6196207148067104,-0.44724302246426145,0.19923087854420263,0.5634100868160545,1.9530569307362828,0.553476,0.5256883487620106,0.6196207148067104,0.9858265509020859,-0.3525201766407796,41.857914884035154,-0.44724302246426145,0.7246601941747572,0.990343401485355,-0.690843327622311,0.06771860618014466,0.4711418163802149,0.6078928312816799,4.672931156010595,0.5528888888888888,0.5200415218672634,6.263751763046544,0.5170965806838632,0.4926732673267326,6.263751763046544,0.6111584134846803,1.8605000000000007,0.7246601941747572,22.804000000000002,0.10740354535974976,-0.2297285578007111,0.3732,1.0230334720439045,0.4816514873289829,2.8584079072478215,0.00865424263509521,12,26.9,111A,0.13,24.67,25.23,alfalfa,0.15,0.26,0.06,0.5,25.07,0.43,0.94,13,0.04
0.0658,0.09730000000000001,0.10010000000000001,0.3932,0.24180000000000001,306.3,0.1341,0.016,4,66,0,0.7132897603485839,0.4486453390479106,9.00720351100793,0.7132897603485839,3.0411099691675227,95.72772425351488,4.157400903532056,0.29309999999999997,0.4884023195360927,0.44859315310020564,0.028700000000000017,0.7922471229557843,0.4136257415063814,0.8782695955231927,0.7442673071244541,0.07961165048543693,0.6032619775739042,0.3315272604131391,0.5238683763324579,0.41769599999999985,0.3774023178563547,-0.028363087754588862,0.4913711359757254,-0.42612798584488354,0.08688287068692668,0.4331932174413077,1.3189952208775875,0.417696,0.37740231785635486,0.4913711359757254,0.9793234047897355,-0.23842519685039368,-131.58199207963796,-0.42612798584488354,0.5941617676870058,0.9845252304636544,-0.6032619775739042,-0.01418439716312055,0.2139964847347281,0.5699740467159113,4.176315538664898,0.4486453390479106,0.41731141142923633,3.928071928071928,0.44880054832076766,0.39255340520993764,3.928071928071928,0.5588246357026869,1.7920000000000011,0.5941617676870058,17.474,-0.021276595744680823,-0.43594893128675943,0.29309999999999997,0.6543690346000706,0.33905837254128646,2.025985831290271,3.7547308230607155E-4,13,27.07,111B,0.14,23,24.93,alfalfa,0.15,0.26,0.03,0.54,25.23,0.45,1.37,14,0.07
0.049100000000000005,0.0813,0.0587,0.5323,0.21910000000000002,304.40000000000003,0.0978,0.016,8,66,0,0.8310973512211901,0.6306258322237017,4.4489333192984315,0.8310973512211901,5.5473554735547355,178.80224330810015,4.72730339849524,0.4736,0.7808738664468261,0.7076345641234059,0.05479999999999999,0.9583152409900131,0.6064584276444845,0.9759705550750242,0.9378861857334143,0.2026627218934911,0.7350065189048239,0.5835192622341216,0.685908545527263,0.7172400000000001,0.6719591700237023,0.31465742716834166,0.6895730836375179,-0.4587217043941413,0.33477800853950096,0.6881440905635937,2.5427221288822244,0.71724,0.6719591700237022,0.6895730836375179,0.9888766682595117,-0.4168219323928666,23.156395937482813,-0.4587217043941413,0.8013536379018613,0.9933088482758838,-0.7350065189048239,0.16142857142857137,0.65676859206915,0.6288249694002448,4.487258461139495,0.6306258322237017,0.6160528247726177,9.068143100511072,0.6111040849879853,0.5953488372093023,9.068143100511072,0.6916338271304159,2.722999999999999,0.8013536379018613,29.32,0.24862486248624854,-0.04886982935763426,0.4736,1.125097307531115,0.5663736754398095,3.6122661072953055,0.04772772564354052,14,31.33,113A,0.17,28.13,27.1,alfalfa,0.14,0.07,0.06,0.06,24.93,0.13,0.03,15,0.1
0.0443,0.0786,0.0539,0.5458000000000001,0.21910000000000002,303.90000000000003,0.0978,0.016,8,66,0,0.8498559566175224,0.647492431222851,4.199442440027236,0.8498559566175224,5.944020356234097,183.6386013858019,4.7618663766032805,0.49190000000000006,0.8001236214580826,0.7341089806346858,0.059000000000000004,0.9597315436241611,0.6324211155974279,0.9806836271664315,0.9545606383249726,0.23101018010963195,0.7482383087764254,0.6093174111749963,0.6914614981665793,0.746868,0.7035544452638357,0.36030923124856185,0.6960845245494096,-0.47195162915686933,0.36099728654652785,0.7142918703862606,2.735995731833158,0.746868,0.7035544452638357,0.6960845245494096,0.989168028868346,-0.42711465551052424,21.782911983004578,-0.47195162915686933,0.8202434550608637,0.9940156841974263,-0.7482383087764254,0.18641509433962264,0.6935738397790275,0.6363363813521211,4.482949013796496,0.647492431222851,0.6351989889353091,10.126159554730984,0.6307779384944343,0.6149903106832532,10.126159554730984,0.7033069778760465,2.9225000000000003,0.8202434550608637,30.502000000000002,0.2800453514739229,0.006268436578171155,0.49190000000000006,1.1310804168591313,0.586818259909626,3.840484963257443,0.06233421802814026,15,30.7,113B,0.17,29.27,26.93,alfalfa,0.17,0.1,0.08,0.06,24.8,0.11,0.03,16,0.13
0.078,0.11320000000000001,0.1269,0.4374,0.3034,311.40000000000003,0.1736,0.016,8,66,0,0.6973224679860303,0.42868976943255555,6.985466109068132,0.6973224679860303,2.863957597173145,80.91153671985295,4.331592041353994,0.3105,0.48100755979675297,0.44561872832900873,0.021500000000000005,0.7378718842133476,0.39166401527203304,0.8447263908902399,0.7504852863411046,0.04984929283561326,0.5888122048674174,0.2912177121771217,0.47031463748290014,0.42574799999999996,0.3611354133052612,-0.11374877454582552,0.4317512274959084,-0.45655304848775796,0.09773606923937266,0.42973991687350477,1.1603146304941503,0.42574799999999996,0.3611354133052612,0.4317512274959084,0.975583414985361,-0.1808855291576674,-29.5297828241867,-0.45655304848775796,0.5502392344497608,0.9820928918845407,-0.5888122048674174,-0.057059558517284475,0.2024354566650941,0.5423131170662905,4.411496899497528,0.42868976943255555,0.41333918553247606,3.4468085106382977,0.47433020984558527,0.3969826759572972,3.4468085106382977,0.6014470225755439,1.6325000000000003,0.5502392344497608,18.081999999999997,-0.08451573103022826,-0.4873417721518988,0.3105,0.5221206102771825,0.29383929244301976,1.8322164892452892,0.0061285469741307,16,29.7,117A,0.11,30.5,27.03,alfalfa,0.37,0.27,0.52,0.13,26.93,0.33,0.07,17,0.02
0.08510000000000001,0.1291,0.1414,0.451,0.32930000000000004,311.8,0.18680000000000002,0.016,4,66,0,0.6825219175526954,0.4114832535885167,6.4685161793114085,0.6825219175526954,2.493415956622773,77.43254955339789,3.8262510942405905,0.3096,0.4659422689100924,0.43231528854532053,0.03169999999999998,0.7022739291380224,0.35598316295850874,0.8209990055281462,0.7406942010002449,0.06540127914173711,0.5549043268402,0.2501732501732502,0.45420955397202434,0.42663599999999996,0.3522756349260044,-0.09075504960752329,0.414236437754782,-0.4367364746945899,0.09220843827451052,0.41695786683071523,1.0697165681313654,0.426636,0.35227563492600444,0.414236437754782,0.9745003826678059,-0.1559656542355504,-33.37592342220532,-0.4367364746945899,0.5226198514517217,0.980637829147862,-0.5549043268402,-0.04547134935304993,0.17981676387249457,0.5197978096040438,3.882372245010557,0.4114832535885167,0.402247568059091,3.1895332390381896,0.47640127595859644,0.38884702336096455,3.1895332390381896,0.6136985457884242,2.2094999999999985,0.5226198514517217,18.084,-0.06634304207119746,-0.5163538873994638,0.3096,0.46323349944810915,0.2665362977573597,1.7267879703996196,0.003832413681636299,17,30.37,117B,0.08,30.63,26.9,alfalfa,0.27,0.19,0.35,0.08,25.57,0.12,0.04,18,0.01
0.049100000000000005,0.0786,0.0661,0.46790000000000004,0.2029,303.90000000000003,0.0912,0.016,0,66,0,0.8100580270793037,0.5789625360230548,5.9690224448375755,0.8100580270793037,4.9529262086514,168.82140362423004,5.0062140253416985,0.40180000000000005,0.6713450292397661,0.6175685811600085,0.041999999999999996,0.9163179916317991,0.571188717259906,0.9608668389135636,0.8719892748979726,0.15418502202643172,0.7123513266239708,0.5275873326803787,0.6725077308202032,0.5980920000000002,0.5691554355915792,0.1714914996155366,0.6737614022536219,-0.441563055062167,0.23786271330341516,0.6028925891163306,2.138644376691629,0.598092,0.5691554355915791,0.6737614022536219,0.9882229215086134,-0.39505068574836016,36.543697371233186,-0.441563055062167,0.752434456928839,0.9914503448764042,-0.7123513266239708,0.08638562543192811,0.5361898402349419,0.6145617667356799,4.869384160978549,0.5789625360230548,0.5498437639857413,7.078668683812405,0.5521423862887279,0.5238591916558019,7.078668683812405,0.6339049438386952,2.2074999999999996,0.752434456928839,24.608,0.1307531380753138,-0.17105146602887764,0.40180000000000005,1.0062325209648835,0.5125318247040811,3.1028319413588275,0.013635742588210178,18,22.33,119A,0.16,24.57,24.27,alfalfa,0.14,0.25,0.05,0.1,21.4,0.41,0.02,19,0.06
0.0994,0.1343,0.1559,0.27390000000000003,0.2742,305.8,0.2033,0.016,0,66,0,0.46745245111170647,0.20006781959986436,20.459093883099186,0.46745245111170647,1.0394638868205512,44.05722839337974,2.3674789274409824,0.11800000000000002,0.20153026369722643,0.17899833743917093,0.013299999999999992,0.4237633860275369,0.07919621749408985,0.5106053781275038,0.49744709017566335,0.025386524145829342,0.34198922097011275,-0.028895585889026732,0.25217682518419293,0.13622399999999998,0.11411767676084952,-0.14804269117858923,0.14794635373009224,-0.34247246022031824,-0.13141180660945795,0.171470576747782,0.45585397287807405,0.136224,0.11411767676084954,0.14794635373009224,0.9556120056356182,5.473453749315216E-4,-9.141589928738513,-0.34247246022031824,0.2745463006049325,0.9657841453745531,-0.34198922097011275,-0.07443142660234324,-0.3502440940786686,0.5887470997679816,2.4246515731229557,0.20006781959986436,0.17999017604131076,1.756895445798589,0.25413238185392856,0.16505805007693386,1.756895445798589,0.4209579025311243,1.3379999999999996,0.2745463006049325,6.216,-0.11320754716981135,-0.7011293578482187,0.11800000000000002,0.19035420131599515,0.0752332460891851,1.162707506019276,0.010671000035301578,19,23.4,119B,0.33,24.87,24.43,alfalfa,0.15,0.21,0.1,0.1,22.73,0.24,0,20,0.73
