SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,ST_B6,SR_B7,AFRI1600,AFRI2100,ARVI,ATSAVI,AVI,BCC,BNDVI,BWDRVI,CROP,CIG,CVI,DSI,DSWI1,DSWI2,DSWI3,DSWI4,DSWI5,DVI,DVIplus,EVI,EVI2,ExG,ExGR,ExR,FCVI,GARI,GBNDVI,GCC,GDVI,GEMI,GLI,GNDVI,GOSAVI,GRNDVI,GRVI,GSAVI,GVMI,IAVI,IKAW,IPVI,MCARI1,MCARI2,MGRVI,MNDVI,MNLI,MRBVI,MSAVI,MSI,MSR,MTVI1,MTVI2,NDDI,NDGI,NDII,NDMI,NDPI,NDVI,NDYI,NGRDI,NIRv,NIRvH2,NLI,NMDI,NRFIg,NRFIr,NormG,NormNIR,NormR,OCVI,OSAVI,RCC,RDVI,RGBVI,RGRI,RI,SARVI,SAVI,SAVI2,SEVI,SI,SR,SR2,TDVI,TGI,TSAVI,TVI,TriVI,VARI,VIG,WDRVI,WDVI,SM
0.0485724999999999,0.08149,0.0677674999999999,0.3890775,0.2026275,299.0681681,0.1006024999999999,0.4884040935201041,0.7710346711123375,0.7780303895807154,0.5208926067326477,0.4884590938126248,0.2455264621139362,0.7780303895807154,-0.1104792224530678,alfalfa,3.774542888698,3.9705342399047927,0.5207895599205814,1.9201613798719324,2.4865320898269725,2.990039473198806,1.2024938207842997,1.7402966031176614,0.32131,0.1049346087314662,0.5611857715103602,0.5176676583622234,0.04664,0.04003225,0.0066077499999999,0.3231341666666667,0.882521248842885,0.4989309242208267,0.4119193246726988,0.941112725749502,0.7869052692777995,0.166976944006874,0.6536522390517832,0.4877947245933227,0.445484688901892,4.774542888698,0.4183248983810672,0.604374425928356,0.6346420468868162,0.1649905449544438,0.8516619422342371,0.4840935,0.4741125123234566,0.1823356333246561,0.5891092141806895,0.1371675072595529,0.3212364303739174,0.5045793842617692,0.5207895599205814,1.8261189862087344,0.4840935000000001,0.4741125123234567,27.31892837728061,0.4363736826662671,0.3151063452227038,0.3151063452227038,0.3457790214434323,0.703323884468474,0.2530898606439213,0.0919384285546791,0.2736474986592827,0.32131,0.3815389389416072,0.584506289420233,-0.1049603910100634,-0.1950169270059987,0.1513741443524942,0.722742344450946,0.1258835111965597,3.8551003638441697,0.5208926067326477,0.3425542132133649,0.4753787935095185,0.3371824962198816,0.8316051049208488,-0.0919384285546791,0.473696657740062,0.4411038923152429,5.741358320728965,14.31478953775778,0.933959282432804,5.741358320728965,4.774542888698,0.5683372490737912,2.455337500000002,0.703323884468474,1.096961204632358,19.8275,0.136291403883399,0.0919384285546791,-0.270538386364222,0.32131,0.39
0.0515149999999999,0.0846799999999999,0.0734325,0.3854475,0.2094475,299.36895386000003,0.10404,0.4720646284292105,0.7621766188345419,0.7642131761878881,0.5041607419855222,0.4812151109014154,0.245745429392613,0.7642131761878881,-0.1440182767551539,alfalfa,3.5518127066603693,3.947224688023592,0.5433878803209257,1.840306043280536,2.473399858290034,2.8522452592516934,1.1531678752595915,1.6619326216063346,0.312015,0.1004372034596375,0.5418131112469436,0.4994843712130258,0.0444124999999999,0.0336302499999999,0.01078225,0.3155716666666667,0.8641554457133116,0.4778224550338594,0.4039546338147428,0.9299524779132168,0.7746964006920682,0.1509050907639118,0.6397572998814153,0.4773121312750198,0.4182334976819486,4.551812706660369,0.4091719935855903,0.5929695030661005,0.6033673220014661,0.1754136737429723,0.8399745031380753,0.4668476999999998,0.4504532281690426,0.1415557960891583,0.5749023213054469,0.1229740349550395,0.340354649575536,0.4854634062459484,0.5433878803209257,1.6997370899544575,0.4668476999999998,0.4504532281690426,32.8352892807366,0.4061314539642992,0.2958505282444801,0.2958505282444801,0.3261717187616926,0.6799490062761506,0.2435111421124124,0.0711360581864176,0.2620846445966265,0.312015,0.3384527260791425,0.5705147141212782,-0.1025858414582452,-0.1724633393906098,0.1557877695194642,0.7091167488409743,0.1350954816395614,3.858238254904412,0.5041607419855222,0.3502999367926442,0.4606020942128391,0.3092895558526595,0.8671764289088336,-0.0711360581864176,0.4647755247614326,0.4277459420925641,5.24900418751915,13.161032240492968,0.9300225822791036,5.24900418751915,4.551812706660369,0.5508044610659524,2.3835624999999987,0.6799490062761506,1.086254577102509,19.1708,0.1055137315603083,0.0711360581864176,-0.3115610536961749,0.312015,0.32
0.0632575,0.0973299999999999,0.0790699999999999,0.370955,0.199245,299.8714028,0.10063,0.4765650453063915,0.761127068151067,0.7086334456055502,0.4784803901479448,0.4637172044176198,0.2639495947341519,0.7086334456055502,-0.2606997299532652,grain,2.8113120312339475,3.096274964652915,0.5371136660780957,1.8618033074857585,2.0471077776636197,2.51985582395346,1.2309346148981914,1.6825719059339237,0.291885,0.0994008566721581,0.5322701970813903,0.4675477326854285,0.0523324999999999,0.0468714999999999,0.0054609999999999,0.2910691666666666,0.8907363420427556,0.3957679771608102,0.4061212355131802,0.9130810657490986,0.7494864253045596,0.1552950777105974,0.5843129718013603,0.4355109544235498,0.3554457344867591,3.811312031233948,0.3727137442662699,0.5921803291158497,0.5926369173799879,0.1110994010293158,0.8242986500749959,0.4487999999999999,0.4284453169636553,0.2048346138665712,0.5732264597050373,0.0962253458869385,0.2194896247397257,0.4528729362553328,0.5371136660780957,1.547346537503419,0.4488,0.4284453169636553,19.17901771120551,0.3859615051241851,0.3011399508944229,0.3011399508944229,0.3291530995686894,0.6485973001499917,0.2121740484159723,0.1035147392290249,0.2406004114771401,0.291885,0.2701599462811415,0.5799774261558447,-0.0166700343503739,-0.1199777406789094,0.1778187830566999,0.6777228672433796,0.1444583496999205,2.995035150220914,0.4784803901479448,0.3299291697526678,0.4351043816767194,0.308904279312462,0.8123908353025788,-0.1035147392290249,0.4290821618135387,0.4025930587403666,4.691475907423803,12.039395472366262,0.9200087364383046,4.691475907423803,3.811312031233948,0.5171792799942465,2.683449999999997,0.6485973001499917,1.071726317746276,18.2435,0.161389398325121,0.1035147392290249,-0.3613336145413224,0.291885,0.5
0.0632575,0.0973299999999999,0.0847074999999999,0.3636125,0.2026825,300.4695563,0.10063,0.4621027922247838,0.7568897935024854,0.7036217115280998,0.458484021567596,0.4527776726581519,0.257883364927944,0.7036217115280998,-0.2699918439048874,grain,2.735872803863148,3.251376199868876,0.5574134552580012,1.794000468713382,2.0824257680057543,2.3927338193194228,1.14901277926984,1.603891923866523,0.278905,0.0915860090609555,0.4989619309069085,0.4449919124289486,0.0466949999999999,0.0339052499999999,0.01278975,0.2818475000000001,0.8509031826436015,0.3873044639450592,0.3967875415316251,0.8970458298148678,0.7323837759427584,0.136286026997446,0.5776913606360882,0.4288360033336421,0.3327682580408689,3.735872803863148,0.3645352229810552,0.5870550327988806,0.5480447878749177,0.144966715101544,0.8110557191291935,0.4213143,0.3973267254809178,0.1380166260601734,0.5664765720501678,0.0780766026374507,0.2839657901643046,0.4300037476018848,0.5574134552580012,1.4312032409300337,0.4213143,0.3973267254809179,27.010371505793486,0.3509028926381126,0.2841805066264051,0.2841805066264051,0.3115027570007079,0.622111438258387,0.2121740484159723,0.0693401084941288,0.2262074953437277,0.278905,0.2190033683699511,0.5616913446361655,-0.0166700343503739,-0.0859108383354691,0.178374415834326,0.6663841290204345,0.1552414551452396,3.1799130494741066,0.458484021567596,0.3453290935404309,0.4165453044837445,0.2774325220557296,0.8703123394636805,-0.0693401084941288,0.4209984091052444,0.3851427861246134,4.292565593365405,11.15146238526695,0.9181276059160616,4.292565593365405,3.735872803863148,0.4940964590401742,2.4861374999999963,0.622111438258387,1.059297615525678,17.239200000000004,0.1062678902172081,0.0693401084941288,-0.3993288937070878,0.278905,0.47
0.1300549999999999,0.1695175,0.20986,0.27168,0.3352875,318.50644784,0.2971175,0.1022177324267868,0.2929792885591822,0.3525333864363325,0.0963618792281074,0.2367537713453636,0.2552938809361397,0.3525333864363325,-0.6544017096735211,corn,0.6026663913755219,1.984075796859127,1.2341265459363957,0.8102896767699364,1.977893137876621,1.5976722576956068,0.8077647002763747,0.809317661733751,0.06182,-0.0100471952224052,0.0993617510298616,0.0870535513117458,-0.0008799999999999919,-0.1041805,0.1033005,0.1018691666666667,0.1228653468339127,-0.0488269197946616,0.3327575292114264,0.2525964283006879,0.3904484339328557,-0.0012961190072906,0.2315572957689017,0.1699316780259399,-0.165419337001724,1.602666391375522,0.1417744618624443,0.0792141376819747,-0.0320391203270715,0.2347792830560582,0.5641898907671222,0.0260865,0.0204504816774772,-0.2102993001634752,-0.0447215397395381,-0.2119703276168054,0.4450280369489327,0.0847665975976302,1.2341265459363957,0.1944679259003366,0.0260865,0.0204504816774773,-3.488522474814993,-0.0245249260024954,-0.1047955615415981,-0.1047955615415981,-0.0859061639004768,0.1283797815342443,0.131729381034641,-0.1063386732212638,0.0348782190472235,0.06182,-0.4796064682793918,0.7536227206712923,-0.2734471267693165,-0.1721131608404712,0.2603725477396389,0.4172903314991379,0.322337120761223,2.0530176358021897,0.0963618792281074,0.4119485898524339,0.0890866886490175,0.0257514320086402,1.2379842789092572,0.1063386732212638,0.202071004861832,0.0834537035787087,1.2945773372724676,4.063089678833508,0.8295491256905143,1.2945773372724676,1.602666391375522,0.1047499061988469,0.955762500000001,0.1283797815342443,0.7927040945612961,2.095500000000003,-0.1618085010378125,-0.1063386732212638,-0.7707612602730479,0.06182,0.07
0.127195,0.1663825,0.2071375,0.27168,0.3420525,317.72030324,0.3005549999999999,0.092324388741315,0.2877126250866498,0.3622312754622376,0.1010343329667706,0.2404549802449602,0.2540267417592842,0.3622312754622376,-0.6479985488750543,corn,0.6328640331765663,2.0328302175535957,1.259027164310954,0.7942640384151556,2.05582017339564,1.651330637861324,0.8032466356888539,0.7976519965767767,0.0645425,-0.0095300411861614,0.103397536433644,0.0912230539176056,-0.0015675,-0.1044637500000001,0.10289625,0.104775,0.1368764845605701,-0.0387389817914843,0.3322898255494642,0.2647802136398465,0.3960562348475906,-0.0023497314860272,0.240370951633614,0.1760643745427945,-0.1578425294482331,1.6328640331765665,0.1464435655613021,0.0738549769948067,-0.0275610279905505,0.2391107654804723,0.567397808141933,0.0293633999999999,0.0230871822981687,-0.2156538596929379,-0.0504600382709899,-0.2081700854539238,0.4523584101422324,0.0887414797802074,1.259027164310954,0.2049422079969815,0.0293633999999999,0.0230871822981687,-3.553543701041867,-0.0235457934154154,-0.1146631472180469,-0.1146631472180469,-0.0947636032860133,0.1347956162838659,0.1334826408699576,-0.1091106232597987,0.0366212730320007,0.0645425,-0.4745636354471015,0.7349905405081779,-0.28734573684915,-0.1840040969681449,0.2578774023558586,0.4210787352758835,0.3210438623682579,2.1053547347406645,0.1010343329667706,0.4136834326912516,0.0932740374595279,0.024732227017753,1.2449476357189009,0.1091106232597987,0.2065731391296578,0.0872893375957479,1.31159254118641,4.116492667913825,0.8324547620991034,1.31159254118641,1.6328640331765665,0.1095534646527348,0.9248249999999976,0.1347956162838659,0.7967406204555318,2.2423499999999983,-0.1654521465543491,-0.1091106232597987,-0.7680976332181704,0.0645425,0.07
0.115645,0.1633025,0.21261,0.304955,0.3725225,308.79927104,0.29027,0.1072767257752239,0.355084538647826,0.4500951022349025,0.1362895072797443,0.2809396344281621,0.2352624057205921,0.4500951022349025,-0.5826550477109356,corn,0.8674239524808254,2.431273290592296,1.221565476873637,0.8186216939916381,2.281180631037492,1.7521400686703354,0.7680847561262405,0.8002589157156712,0.092345,-0.0073018163097199,0.1347490409463732,0.1271816238150878,-0.0016499999999999,-0.1147405,0.1130905,0.1411025,0.1872767085398178,0.0445408265934809,0.3322144408334732,0.3458346225111691,0.4317207665952753,-0.0025196225147359,0.3025098370020768,0.2254688563208557,-0.1042163122780864,1.8674239524808252,0.1929532115449776,0.1323849138383026,-0.0075179405399248,0.2953953481287414,0.5892110169737135,0.0560571,0.043730062890944,-0.2578978748674725,0.0246713427695409,-0.1832287930465488,0.5433765238347172,0.1243210660641433,1.221565476873637,0.2783806804192439,0.0560571,0.043730062890944,-3.875738461883275,-0.0174718798910442,-0.0997339395035259,-0.0997339395035259,-0.0779702525940638,0.1784220339474269,0.1708475609209619,-0.1311674924350746,0.0544106913624375,0.092345,-0.3913923173116324,0.575150274723501,-0.2799276852101924,-0.1544304804327076,0.2398447568726661,0.4478918438609568,0.3122633992663771,2.5361113384822764,0.1362895072797443,0.4325231534459346,0.1283603627482999,0.0405896685966732,1.3019396518730575,0.1311674924350746,0.2665211882303252,0.1217015416143624,1.434339871125535,4.167042942476835,0.83520868281821,1.434339871125535,1.8674239524808252,0.1543273434061495,1.1336875000000015,0.1784220339474269,0.8236637869588701,3.5684,-0.1894493165685304,-0.1311674924350746,-0.7491171528410504,0.092345,0.44
0.0779425,0.1163049999999999,0.1351975,0.2975575,0.21294,304.27039454,0.138635,0.3584064201175125,0.6221192504258943,0.5848601864181091,0.2739074322443505,0.3469942621611253,0.2365872907465586,0.5848601864181091,-0.4474237046562968,grain,1.5584239714543662,2.974012509184487,0.71562639153777,1.3973771954541183,1.8308757147156187,1.5750291240592464,0.8602599900146081,1.1887903486409823,0.16236,0.0348561820428335,0.2663082210935597,0.2502417493125133,0.0194699999999999,-0.0399817500000001,0.05945175,0.1877425,0.5198893116568662,0.2100629314464066,0.3530331314786989,0.6577688776719579,0.5667743037518401,0.0436791923724059,0.4379534265607539,0.3158465660328041,0.0838797217061887,2.558423971454366,0.2563933904463836,0.4295680002876702,0.2144956225383155,0.2686262550436332,0.687588820464235,0.2043260999999999,0.1763526937530286,-0.1493940750846454,0.3643402855390682,-0.0762533083020111,0.5010935658548274,0.2395449859770169,0.71562639153777,0.6712335646252554,0.2043260999999999,0.1763526937530286,-12.952941318046216,0.1141885243803657,0.1657549743142718,0.1657549743142718,0.1837825284587494,0.3751776409284699,0.1974928892263733,-0.0751185375890897,0.1116369208905731,0.16236,-0.2085342736786724,0.6003630374130223,-0.0875892366831412,-0.0125532944409446,0.2118256656831675,0.5419398608530943,0.246234473463738,3.0465059800926046,0.2739074322443505,0.4103795777747424,0.2468072968555556,0.1242171600391825,1.162439276041443,0.0751185375890897,0.3193238822246455,0.2266402839285153,2.2009097801364668,6.498326522309952,0.889868389263879,2.2009097801364668,2.558423971454366,0.2862724955839604,1.6405124999999965,0.3751776409284699,0.9355092949449888,8.985899999999997,-0.1088528462779444,-0.0751185375890897,-0.6392220219971417,0.16236,0.54
0.08083,0.1194399999999999,0.1240049999999999,0.352695,0.2640075,308.65571420000003,0.1628075,0.3386534841398911,0.6249528477103424,0.627103396574592,0.3591801476362495,0.4134116410766562,0.2492637421941254,0.627103396574592,-0.3924263239721101,grain,1.9529052243804423,3.0657653411695978,0.7485433589928975,1.3359279565921425,2.2103775954454123,2.1290068948832714,0.9631869682674088,1.216803582358816,0.22869,0.0646045222405272,0.383579335793358,0.3464355419930959,0.0340449999999999,-0.0077214999999999,0.0417664999999999,0.2446033333333334,0.6876243533625152,0.2756503576175708,0.3683293500886593,0.7799652332823409,0.657962075282406,0.076727178481683,0.4940430173573237,0.3689955468373054,0.1832623209313249,2.9529052243804426,0.3168934914257185,0.4246836165081963,0.3568453955277713,0.2107794078160469,0.7398678414096916,0.3221922000000001,0.2810870913367025,-0.0374901550306962,0.3683541786897252,0.0006228186642191647,0.4036265135346241,0.3333600762513656,0.7485433589928975,0.9406000558224648,0.3221922,0.2810870913367024,-68.06150353124355,0.2066587367007223,0.1438092110863828,0.1438092110863828,0.170378906002093,0.4797356828193834,0.1927897338592898,-0.0187516687547494,0.1692003766519824,0.22869,0.0015650763323685,0.5540818911862876,-0.1536506080656162,-0.1352887339289606,0.200355621162814,0.5916311604656624,0.2080132183715234,3.084219044129693,0.3591801476362495,0.3824069077172152,0.3312261362029947,0.174669517984359,1.0382200267916946,0.0187516687547494,0.3792957918417886,0.3097311573102188,2.844199830651991,7.529494778436355,0.8917000836344514,2.844199830651991,2.9529052243804426,0.3965262136426066,2.156824999999999,0.4797356828193834,0.9898159843220272,13.538800000000004,-0.0280724410417242,-0.0187516687547494,-0.5571230799657194,0.22869,0.09
0.077915,0.1194399999999999,0.1211725,0.3563525,0.257215,308.39252666,0.155905,0.3546578462782999,0.6410241650453021,0.6411658712659823,0.3688953374377475,0.4191742649233728,0.2446099630330191,0.6411658712659823,-0.3723439622545966,grain,1.9835272940388484,3.0268039269668656,0.7217993419437215,1.3854265886515171,2.153508037508373,2.1227176133198538,0.9857022014070848,1.2574212943080836,0.23518,0.0685216186161449,0.3922216107136305,0.3569463074922905,0.0397924999999999,0.0017082499999999,0.03808425,0.2501766666666666,0.6912053396152336,0.2871507068262575,0.3749754730753231,0.7927184683350439,0.6671256322145408,0.0908571983080935,0.4979323970007934,0.3726255028173501,0.1938807132746476,2.9835272940388484,0.321064783836481,0.4435653195098517,0.3685271682516213,0.2172788346832422,0.7462488874928014,0.3359564999999999,0.2943285506954713,-0.0144000015171674,0.3913022259312943,0.0093170845081383,0.4149670373554249,0.3435371294656818,0.7217993419437215,0.9776880237176938,0.3359564999999999,0.2943285506954713,-182.244536826662,0.2204212820314257,0.1615755397735375,0.1615755397735375,0.1879144264252852,0.4924977749856028,0.2104076410529248,-0.007200374045405,0.175502813360557,0.23518,0.023430905580611,0.5572720072105536,-0.1324338557082933,-0.1253530149506906,0.2000787315839287,0.5969403566373238,0.2029809117787475,3.033786207089935,0.3688953374377475,0.3804145638916577,0.3403316422566583,0.2035155959270932,1.014505190890824,0.007200374045405,0.3882643927998089,0.3183431752423817,2.9408694216922155,7.735686727599083,0.8936027905204115,2.9408694216922155,2.9835272940388484,0.4078444130251762,2.430862499999998,0.4924977749856028,0.9962418255552228,14.0415,-0.0106485963213941,-0.007200374045405,-0.5454912145605048,0.23518,0.07
0.0543199999999999,0.08138,0.0677125,0.4974825,0.2094475,298.27176944,0.1006024999999999,0.5651047080084348,0.8163463227961764,0.8031179634017607,0.5926268107198753,0.5841457956904921,0.2670435691021937,0.8031179634017607,-0.0439303053524968,corn,5.113080609486359,5.086409078027097,0.4210148095661656,2.3752133589563016,2.57369746866552,3.0931881115008304,1.2018460402436772,2.088549935055564,0.42977,0.1370586861614497,0.7180269420910443,0.6472469002118986,0.0407275,0.03408125,0.00664625,0.4296783333333333,0.9376360609553078,0.5713716029738661,0.4000737417808641,0.9636219052987132,0.8967784783786081,0.1430076283609997,0.7188278736314754,0.5631663536855639,0.5388238023431156,6.113080609486359,0.5270914978346752,0.6640996539406895,0.7196448246807958,0.1097453547210786,0.8801962154654588,0.6401900999999999,0.5971138436473249,0.1818146539533915,0.6635846075390622,0.2733822307482079,0.2168786141134012,0.6294725302895992,0.4210148095661656,2.1968606834161672,0.6401900999999999,0.5971138436473249,35.58850137403591,0.5029977687553774,0.407444867242867,0.407444867242867,0.4362405838126383,0.7603924309309176,0.1994104642593959,0.0916712778979492,0.3782819275205902,0.42977,0.5703539809109441,0.640969608008873,-0.1056282884343273,-0.1954074206101653,0.125863202258052,0.7694119011715577,0.1047248965703901,4.938959578029617,0.5926268107198753,0.3328826891169422,0.5716588624706,0.2858562296534945,0.8320533300565249,-0.0916712778979492,0.5711583787240967,0.5491584115717211,7.346981724201586,15.92737677681373,0.9321303613742252,7.346981724201586,6.113080609486359,0.7139945776423678,2.1019625000000017,0.7603924309309176,1.122672005053532,26.3329,0.1442137750929857,0.0916712778979492,-0.1529383219500983,0.42977,0.1
0.0543199999999999,0.0845699999999999,0.079015,0.479525,0.2162675,298.02225398,0.1040674999999999,0.5412329429642567,0.8042220168513828,0.7964952373816371,0.5573941603807722,0.5613396571011868,0.2492829444023771,0.7964952373816371,-0.0622601383558627,alfalfa,4.670154901265226,5.297709465809056,0.4510035973098378,2.217277214560672,2.557260257774625,2.7370435993165856,1.0703031070049986,1.9103570309788085,0.40051,0.1226750988467874,0.6475651833671255,0.5998672386905758,0.0358049999999999,0.0176554999999999,0.0181495,0.40689,0.8823066841415464,0.550819433551903,0.3881049081021546,0.947132107403599,0.8648112654318022,0.1183734192908504,0.7001568884673681,0.5454463847975749,0.4912689897529194,5.670154901265226,0.5050268685725612,0.6473313743395502,0.6443629068900185,0.1852101848726892,0.8585329609338633,0.5854002,0.5356522625058417,0.0678375364271168,0.6433555948714216,0.2306095142924479,0.3581353209522686,0.5814681879429773,0.4510035973098378,1.90647647881854,0.5854001999999999,0.5356522625058416,83.81453728189176,0.4370248326473939,0.3783563346831132,0.3783563346831132,0.406093020886137,0.7170659218677266,0.2177982576139391,0.0339578812238284,0.3438510361836216,0.40051,0.488508557463148,0.6207697832608052,-0.1033596183155523,-0.1368372181939834,0.1315016093669822,0.7456344948764597,0.1228638957565579,5.240431535951601,0.5573941603807722,0.3626121474954683,0.5359030438122583,0.2499078286930429,0.9343147688305548,-0.0339578812238284,0.5544302064419809,0.5139553684858906,6.068784408023793,13.421818642029994,0.927272330319366,6.068784408023793,5.670154901265226,0.6679459286794502,2.009425,0.7170659218677266,1.1032071074225938,24.2528,0.0508397016427948,0.0339578812238284,-0.2446492212574083,0.40051,0.13
